Title,Author,Date,EstimatedDate,Text 
White nationalists have infiltrated the US military,Ilana Novick,"Wed, 20 Mar 2019 00:00:00 GMT",N/A,"Patrick Casey came to the 2018 Conservative Political Action Conference (CPAC) on a mission. Casey, executive director of Identity Evropa, a white nationalist group that was involved in the “Unite The Right” rally in Charlottesville, Va., in 2017, believes diversity is harmful to the United States and aims to create a “white supermajority.” He told NBC in an interview at CPAC that his organization aims “to take over the GOP as much as possible.”
If Identify Evropa hasn’t taken over the GOP as Casey hoped, his organization, HuffPost reports Monday, has made inroads into another key institution: the military. Seven members have been identified as Identity Evropa members, according to HuffPost’s investigation.
HuffPost identified these members through leaked online chat logs from a server on Discord, a chat app popular among alt-right groups, which Identity Evropa members have used to communicate with each other for years. The independent media group Unicorn Riot first published the logs last week.
In its investigation, HuffPost found that “Two Marines, two Army ROTC cadets, an Army physician, a member of the Texas National Guard and one member of the Air Force all belong to … Identity Evropa.”
After Unicorn Riot released the chat logs, another anti-fascist collective, Identify Evropa, reviewed them and used biographical details from the posts, which were written under pseudonyms, to begin to determine their actual identities.
HuffPost then used that research to continue its own, and verified the identities of seven service members. Their messages, HuffPost reporter Christopher Mathias writes, “indicate that they hold deeply racist and anti-Semitic views and participate in Identity Evropa propaganda campaigns, posting stickers and flyers in cities and on college campuses.”
One of the military personnel revealed by HuffPost was Stephen T. Farrea, 29, who, as a military spokesperson confirmed, is a corporal in the Selected Marine Corps Reserve. He posted under the name SuperTomPerry-RI and frequently referenced his Marine Corps position. Among his racist comments were statements including “Portsmouth my town 95 percent white very nice,” and that he was looking forward to posting “It’s OK to be white” flyers.
According to HuffPost, “Last week, he attended an Identity Evropa gathering in Kentucky,” also attended by Jason Laguardia, a lance corporal who posts on Discord under the name Jason-CT. Laguardia often posts “pictures of Identity Evropa flyers and stickers … throughout Connecticut and New York City.”
This revelation isn’t the first indication of concern over the presence and power of white nationalists in the U.S. armed forces.
As Mathias writes:
In February, federal authorities arrested Coast Guard Lt. Christopher Hasson, a white nationalist who prosecutors allege was stockpiling weapons to massacre leftists and reporters in a violent plot to establish a “white homeland.”
Last year, a series of investigative reports by ProPublica and “Frontline” found multiple members of violent neo-Nazi groups among the ranks of the military.
And a 2017 poll conducted by the Military Times found that nearly 25 percent of service members surveyed said they encountered white nationalists within their ranks. That poll found that 30 percent of troops said they saw white nationalism as a bigger threat to national security than the wars in Syria, Afghanistan and Iraq.
Identity Evropa was founded by an ex-Marine. HuffPost spoke with multiple experts who expressed concern over the impact of white nationalists in the armed forces. Military personnel, active duty and veterans alike, said Kathleen Belew, author of “Bring the War Home: The White Power Movement and Paramilitary America,” have “played an instrumental role in moving weapons, training and tactics from military to civilian spaces” and, she continued, “dramatically escalated the impact of white power violence on civilian populations.”
Daryle Jenkins, an Air Force veteran and founder of One People’s Project, an anti-racist group, told HuffPost he was concerned about the safety of nonwhite, Christian service members who must serve alongside white nationalists who might, as he explained, “undermine and threaten their fellow soldier[s].”
These revelations come on the heels of concerns over white nationalists in government. Rep. Steve King, R-Iowa, told The New York Times in January, “White nationalist, white supremacist, Western civilization—how did that language become offensive?” Rep. Steve Scalise, R-La., once allegedly described himself as “David Duke without the baggage,” as the Times reported in 2014.
Following the release of the chat logs and HuffPost requests for comment, “The military is determining whether they violated rules regarding discrimination and extremist activity,” Mathias writes. Scalise and King remain in Congress.
Read HuffPost’s full article, with the list of service members and their Discord posts, here."
House Republicans are trying to stonewall voter suppression investigations,Laura Clawson,"Wed, 17 Apr 2019 00:00:00 GMT",N/A,"House Republicans are strongly hinting to state officials that they should stonewall the Oversight Committee’s investigation into voter suppression. A letter signed by Ohio Rep. Jim Jordan and other Republicans claims that the investigation raises “serious federalism concerns” and is “partisan.” Rep. Elijah Cummings, the committee chair, responded forcefully, saying that “With a Democratic President, there was no allegation too small to investigate, but now that Donald Trump is in the White House, there is apparently no scandal too big to ignore.”
Democratic Rep. Jamie Raskin, the chair of the civil rights subcommittee carrying out the investigations into voter suppression in Kansas, Texas, and Georgia, likewise pushed back, citing a “solemn duty” to investigate “state-based assaults on popular democracy like the reported purges of hundreds of thousands of voters and the relocation of municipal polling places outside of municipal boundaries.” And that solemn duty is absolutely within the committee’s rights, Raskin said: “It is obviously within our power under the Supremacy Clause and the Bill of Rights to conduct constitutional oversight in order to protect voters’ rights in the states, resistance by partisan state officials notwithstanding.”
This isn’t the first time House Republicans have tried to get the subjects of Democratic investigations to stonewall. They’ve also been sending letters to drug companies suggesting they not comply with information requests on prescription drug prices.
Those Republicans sure do like to stand up for the little guy, taking sides against voters and people struggling to pay for prescription medications."
Conservative apologizes for ignoring a Christian right-wing takeover of the GOP — which led to Trump,N/A,"Tue, 26 Feb 2019 14:59:59 GMT",N/A,
Ex-lawyer for Trump official explains why the president’s allies should be concerned: ‘If they’re breathing easy right now — they’re very foolish’,Matthew Chapman,"Tue, 26 Feb 2019 00:00:00 GMT",N/A,"Last week, speculation abounded that newly appointed Attorney General William Barr was preparing to release special counsel Robert Mueller’s report as soon as this week. That speculation has since been dampened by a Justice Department official confirming that will not happen — but even so, Deputy Attorney General Rod Rosenstein has suggested Mueller’s full findings will not even be made public.
But even if Mueller’s report does come out soon, and what is released to the public or Congress does not implicate the president or his family in any meaningful way, that is no cause for Trump and his allies to think they are in the clear, a defense lawyer close to the case told POLITICO.
“If anyone in Trump world is breathing easy right now, I’d say they are very foolish,” said Shanlon Wu, who previously defended former Trump campaign deputy chairman Rick Gates. “Even if Mueller’s report were to appear and didn’t implicate the president, all these other criminal investigations will continue. That’s not going to be the magic bullet that solves everything. I’d be very concerned if I was a lawyer or a potential target in that world right now.”
Mueller, who was appointed to take over the FBI’s Russia investigation after Trump tried to interfere with it, has a specific mandate: investigate contacts between the Trump campaign and Russia, and prosecute criminal activity that arose from or was uncovered in the course of that investigation. From that probe, Mueller has indicted or convicted over 30 U.S. and Russian individuals and businesses, including former National Security Adviser Michael Flynn, former Trump campaign manager Paul Manafort, and former Trump adviser Roger Stone. Consequently, the Mueller probe has attracted most of the public’s attention, and most of Trump’s ire.
But in fact, the Mueller probe is just a small portion of the legal jeopardy surrounding Trump’s presidency. Prosecutors with the Southern District of New York are probing the president’s finances, his inaugural fund, and deals with his former personal attorney Michael Cohen. State officials in New York just shut down Trump’s charitable foundation amid a tax fraud investigation, and other prosecutors are reportedly ready to bring state charges to nullify a potential pardon of Manafort. Sealed indictments in a federal courthouse in Washington, D.C., could potentially bring more charges for Trump associates. Meanwhile, Democrats in the House are preparing round after round of investigations of Trump and his Cabinet, and are sending transcripts to the Justice Department that could show Trump’s allies lied under oath.
The endgame of the Mueller investigation is important. But it is not the end of Trump’s problems."
Michael Moore Details Why He Fears Trump May Be the ‘Last President of the United States’,AlterNet,"Thu, 13 Sep 2018 00:43:01 GMT",N/A,"With a new, dark documentary about the state of the country coming under President Donald Trump coming out soon, Michael Moore appeared with MSNBC's Chris Hayes Wednesday night to promote the film.
At the end of the promo for the film, the clip closes with a picture of Trump and the words: ""Ladies and gentlemen, the last president of the United States.""
""You really think that?"" asked Chris Hayes.
""I think it's possible, absolutely,"" Moore said. ""I think that we have someone in the White House who has no respect for the rule of law, who dislikes democracy by an incredible degree, which doesn't make him really any that much different from other billionaires or CEOs because their businesses are not democracies. They rule by fiat. They decide, they make the calls and they don't like anybody else having a say. They also like to take home the bulk of the money.""
He added: ""It's more dangerous with [Trump] because he has a complete lack of ideology.""
""You think it's more dangerous because he doesn't believe in anything?"" asked Hayes.
""Absolutely,"" said Moore. ""People say to me, well, if we impeach Trump, we'll have Pence. I go: 'Great, at least he believes in something.'""
Watch the clip below:
""That's a dangerous person to have in charge of a country.â€ pic.twitter.com/g3iUom2hHz
— AlterNet (@AlterNet) September 13, 2018"
Evangelical Christianity is facing a political crisis — it will need more than a makeover,Valerie Tarico,"Tue, 08 Jan 2019 00:00:00 GMT",N/A,"Ok, evangelicals do have a brand problem—but they also have a major product problem.
Bible-believing born-again Christians, aka evangelicals, have had a brand problem since Jerry Falwell’s Moral Majority sold the born-again movement to the Republican party in exchange for political power a generation ago, forging the religious right.
The Republican party has been using Christianity’s good name to cover bad deeds ever since, all the while tapping evangelical media empires and churches as communications and organizing platforms to bring ordinary believers along with the merger. Having become true-believers themselves, Evangelical leaders have offered themselves up as trusted messengers for this New-and-Improved political gospel project.
And it has worked.
Born-again Christians haven’t given up their core beliefs: that the Bible is the literally perfect word of God, Jesus died for their sins, and folks who don’t accept this gift will burn forever in Hell. Rather, most white evangelicals (and a number of blacks and Hispanics) have appended parts of the Republican policy agenda and the underlying conceptual framework to this list. Religious beliefs and political beliefs have become, for many evangelicals, indistinguishable objects of devotion, beyond question. Political tribe and religious tribe now have the same boundaries.
When I outlined evangelicalism’s brand problem in early 2016, few of us had any idea how bad it could get. Now the world associates the term Evangelical with the Trump election—over 80 percent of evangelicals gave him their vote—and with the candidacy of theocrat, Roy Moore, who despite credible allegations that he pursued and pawed young teens while an assistant district attorney, received comparable support from white Alabama evangelicals.
In the aftermath of Moore’s campaign and (merciful) defeat, the minority of Evangelical Christians who found him horrifying are doing some public soul searching—well, except not really. Many recognize only the brand problem and are, more than anything, simply scrambling to get away from the term evangelical itself. “After Trump and Moore, some evangelicals are finding their own label too toxic to use,” reports the Washington Post. “The term feels irreversibly tainted,” agrees evangelical author Jen Hatmaker.
Jemar Tisby is president of a faith-based media company catering to black evangelicals, but he says that “It’s counterproductive to identify as evangelical. . . . What’s happened with evangelicalism is, it has become so conflated with Republican politics, that you can’t tell where Christianity ends and partisanship begins.”
At Wheaton College, my old alma mater, the executive director of the Billy Graham Center, Ed Stetzer, said, “I don’t want ‘evangelical’ to mean people who supported candidates with significant and credible accusations against them. If evangelical means that, it has serious ramifications for the work of Christians and churches.”
At Princeton University, the Princeton Evangelical Fellowship renamed itself Princeton Christian Fellowship to get away from the negative associations. But is evangelicalism tainting Christianity itself as a brand? Five years ago, Campus Crusade for Christ–which spends over $500,000,000 annually to recruit and retain evangelical college students–changed its name to the less transparent “Cru.” Mark Galli, editor-in-chief at Christianity Today, wrote of the Moore race, “There is already one loser: Christian faith…No one will believe a word we say, perhaps for a generation. Christianity’s integrity is severely tarnished.”
What even thoughtful evangelical leaders like Galli fail to recognize is that people shouldn’t believe a word they say—not about politics, not about morality, and not even about theology at this point. The problem isn’t skin deep. Their brand problem is a function of their product problem, and as Emmett Price at Gordon-Cornwell Theological Seminary put it, “Ditching a term is simply ditching a term.” Abandoning the term evangelical is the most superficial fix conceivable.
Real soul searching would mean asking what it is about the evangelical worldview that has made evangelical leaders and ordinary Bible-believers susceptible to courtship by authoritarian, bigoted, sexist, tribal, anti-intellectual greedmongers who dangle the carrot of theocracy. But few evangelical leaders are asking this question because that would mean revisiting the peculiar status they grant to the Bible itself. And that is off-limits.
When one treats the Bible as the literally perfect and complete word of God—which most Christian scholars don’t but most evangelicals do—it isn’t hard to find support for every item in the ugly list that now darkens the evangelical brand. The Bible contains some really bad ideas. The opposite is also true, mind you. It also contains support for compassion, love, generosity, inclusion, and humility—and many other virtues that humanity values widely across both secular and religious wisdom traditions. The Bible is morally inchoate. It documents and sanctifies humanity’s moral infancy; and idolizing the book binds believers to the worldview of the Iron Age, leaving them susceptible to justifying all manner of misbehaviors in the name of god.
That is precisely what the Republican operatives of the religious right have done; and as evangelical leaders got sucked into the merger of biblical theology and conservative dogma, that is precisely what they have done; and as they have spread this infectious product to the followers who trust them, that is precisely what they have done too. At the bottom of this shit-flow sequence sit children born into households of true believers who isolated them in homeschooling and church schools, then send them to institutions like Bob Jones or Liberty University or Wheaton so that, identity cemented, they can carry forward the project unquestioned.
So, evangelicals have three enormous and interrelated problems with their product at this point. One is that their whole enterprise is built on an indefensible view of the Bible. This has facilitated the merger of biblical Christianity with Republican dogmas and will leave believers vulnerable to this kind of exploitation until the theology itself is fixed.
The second problem is that millions of Christians have now been so thoroughly indoctrinated into Bible-sanctified Republican ideology that it could take a generation to move them away from the beliefs and priorities that elected Donald Trump and nearly elected Roy Moore. It took a generation to bind them into this tangled web and there is no reason to think that journeying free will be easier.
The third problem is that this whole state of affairs has been a profound violation of trust. People trust religious leaders to be honest and moral, and when that is gone little influence remains. Young people who see through the mess are leaving evangelicalism and Christianity. They are losing faith in faith itself.
This much is clear. Simply swapping in the term Christian for the term evangelical will only damage Christianity’s brand at large, which evangelicals have already done—with help, of course, from the Catholic hierarchy. As a former evangelical Christian, now a spiritual non-theist, I don’t necessarily think of that as a bad thing, but Christians should. Some reformers are attempting real change from within evangelicalism. Tony Campolo, Rachel Held Evans, Rob Bell and John Pavlovitz, to cite a few are fighting hard to save the soul of a faith they cherish. But a path to broad reformation remains unclear."
Here’s how much time Michael Cohen is likely to spend in prison,Alex Henderson,"Wed, 27 Feb 2019 00:00:00 GMT",N/A,"Even when he was getting ready to meet with North Korean dictator Kim Jong Un in Hanoi, Vietnam, President Donald Trump found time to visit Twitter and attack his former personal attorney Michael Cohen. Trump accused the 52-year-old lawyer, who is testifying publicly before the House Oversight Committee in Washington, D.C. today, of lying in the hope of reducing his three-year prison sentence. Cohen is expected to report to federal prison on May 6, but how much time he will actually serve remains to be seen.
Trump obviously knew that Cohen’s testimony would paint him in an extremely negative light: major media reported that Cohen would be testifying on the ways in which the president is a “racist” and a “con man.” And at roughly 1:08 eastern time, Trump tweeted, “Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just disbarred by the State Supreme Court for lying & fraud. He did bad things unrelated to Trump. He is lying in order to reduce his prison time. Using Crooked’s lawyer!”
Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just disbarred by the State Supreme Court for lying & fraud. He did bad things unrelated to Trump. He is lying in order to reduce his prison time. Using Crooked’s lawyer!
— Donald J. Trump (@realDonaldTrump) February 27, 2019
In federal court, Cohen has pled guilty to a long list of criminal charges. On August 22, 2018, he pled guilty to eight charges, ranging from bank fraud and tax evasion to campaign finance violations. And in November, he also pled guilty to lying to Congress about plans to build a Trump Tower Moscow in Russia—a real estate project that was abandoned.
After that guilty plea, different groups of federal prosecutors—Special Counsel Robert Mueller’s team and the Southern District of New York—released separate sentencing memos on December 7. Mueller’s memo described Cohen as a cooperative witness and recommended a more lenient sentence, while Southern District prosecutors viewed him less favorably in their memo. And on December 12 in New York City, U.S. District Judge William H. Pauley III sentenced Cohen to three years in federal prison—which doesn’t necessarily mean that he will serve the entire sentence.
There is no parole per se for civilians in the federal prison system in the United States, where parole boards exist at the state level (more than 50 altogether). But there is time off for good behavior—for example, cooperating with federal prosecutors.
In Forbes Magazine, Walter Pavlo (who has written and lectured extensively about white collar crime) estimated that Cohen will probably end up spending about two years in prison. According to Pavlo, Cohen “will earn about 5.5 months in good time credit: additional days off of his sentence for obeying the rules in prison.”
Pavlo added that “beyond that,” Cohen “can be placed at a halfway house and home confinement for a portion of his prison term. My guess is that he will get about four months halfway house/home detention. Total time served in prison will be about two years—a long time to be away from one’s family.”
Writing in New York Magazine in December, Nick Tabor predicted that “if Cohen’s sentence does stick, he could wind up serving much less than three years” due to good-behavior credits as well as “an early release to spend his last several months at home, under supervision.” Tabor stressed that Cohen is a valuable witness for federal prosecutors, and valuable witnesses are less likely to serve their full sentences.
One of the legal experts Tabor interviewed was David Kris, who was with the U.S. Justice Department under President Barack Obama. Kris told Tabor that in Mueller’s Russia investigation, Cohen is considered more helpful than Paul Manafort (Trump’s former campaign manager) but less helpful than Michael Flynn (who briefly served as national security advisor in the Trump Administration in 2017 and, like Manafort, is awaiting sentencing).
Cohen could escape prison altogether if President Trump were to grant him a federal pardon. But Cohen has stressed that even if Trump offered him one, he wouldn’t accept it. And given Trump’s obvious contempt for his former employee, the chances of him offering Cohen a pardon are slim and none."
Trump has sold out the farmers that voted for him — and now they’re racing toward calamity,Jim Hightower,"Wed, 20 Mar 2019 00:00:00 GMT",N/A,"As a farmer told me, “You can still make a small fortune in agriculture, but the problem is you have to start with a large fortune.”
Farmers tend to be optimistic pessimists. They know the odds are against them — the bankers, bugs, monopolists, violent weather and sorry politicians. Yet, they keep at it as long as they can; working long and hard hours, enduring arduous conditions and tremendous stress to nurture the seeds that bring us an abundance of foods. But sometimes, the odds bunch up. Coping with natural disasters is to be expected. It’s the unnatural disasters of rigged economic policies, Wall Street greed and unrestrained corporate profiteering that slam the door on good, efficient family farmers, making it impossible for them to keep producing.
This is one of those times. Aside from the rise of floods, drought, tornados, etc. (hello, climate change), farmers are now in the sixth year of plummeting prices for their crops and livestock. They’re producing more than ever but getting less. For example, it costs dairy farmers on average $1.92 to produce a gallon of milk, but the giant processors pay them only a-buck-32 per gallon. No surprise then that since 2000, half of America’s dairy farmers have been squeezed out of business by monopoly pricing. And now comes Trump’s trade spat with China, which has collapsed the market and prices for grain farmers. Overall, farmers’ profits have fallen by almost half in the last five years. Farm debt, bankruptcies, sales and suicides are rising towards the calamitous levels of the 1980s farm crisis, and concentrated corporate power is fast tightening its grip on nearly all food production, prices and policies.
Indeed, a central cause of the spreading farm depression is the increasing monopolization of all the things farmers must buy (from seeds to machinery) and of the markets that buy from them. The big four biotech ag giants, for example, control 63 percent of all commercial seeds sold in the world; four meat processors control 84 percent of the U.S. beef market; and four global traders control up to 90 percent of the world’s grain sales. Our farmers and their families are hurting, but so far, our leaders, including the president, aren’t helping them.
Speaking of the president, have you noticed how often Donald Trump prefaces his policy statements with phrases like “frankly,” “honestly,” “to tell the truth,” and “believe me”?
More than a verbal tic, his constant use of these qualifiers subliminally admits that being frank, honest, truthful and believable is not normal for him. So, like a carnival flimflammer selling snake oil, he strains to convince us rubes that he’s not flimflamming: “Really,” he claims with lying lips, “in all candor, this time I’m truly telling you the gospel truth. Trust me.”
Among those who’re learning about the truthiness of The Donald are the farmers who voted for him, having bought his campaign promise to stand up for them and restore farm prosperity. Once in office, though, he quickly sold them out. First, he threw a hissy-fit of a trade war with China that ended up slapping down U.S. farmers by drastically worsening the already-low prices they were getting for their crops. Instead of prosperity, the average farm profit last year was minus $1,500!
Then, trying to smooth over this betrayal of the heartland, Trump tweeted out a message to ag producers in December that probably didn’t warm that many hearts: “Farmers, I LOVE YOU!” he professed in capital letters. (I’m guessing he offered the same sweet insincerity to Stormy Daniels after he … well, you know.)
Actions speak louder than words, of course. On March 11, Trump then took action to express his true love for farmers: He whacked $3.6 billion from the safety-net programs that offer a measure of relief to hard-hit producers when crop prices crash. Revealing his plutocratic core, the cuts specifically targeted programs that benefit small farmers — a deliberate manipulation meant to drive more families off the land and increase corporate monopolization of agriculture.
Not satisfied with intentionally injuring family farmers, Trump added insult by calling the dab of support they get from the government “overly generous.” This from a real estate flimflammer who continues to rake in millions of dollars in government cash and special tax breaks.
Far from stepping up to stop this robbery of farmers, ransacking of rural vitality and rip-off of consumers, Congress and Trump coddle the monopolistic robbers, ransackers, and rip-off artists. To help counter their insanity, join forces with the grassroots power of Farm Aid.
Populist author, public speaker and radio commentator Jim Hightower writes “The Hightower Lowdown,” a monthly newsletter chronicling the ongoing fights by America’s ordinary people against rule by plutocratic elites. Sign up at HightowerLowdown.org. COPYRIGHT 2019 CREATORS.COM
Enjoy this piece?
… then let us make a small request. AlterNet’s journalists work tirelessly to counter the traditional corporate media narrative. We’re here seven days a week, 365 days a year. And we’re proud to say that we’ve been bringing you the real, unfiltered news for 20 years—longer than any other progressive news site on the Internet.
It’s through the generosity of our supporters that we’re able to share with you all the underreported news you need to know. Independent journalism is increasingly imperiled; ads alone can’t pay our bills. AlterNet counts on readers like you to support our coverage. Did you enjoy content from David Cay Johnston, Common Dreams, Raw Story and Robert Reich? Opinion from Salon and Jim Hightower? Analysis by The Conversation? Then join the hundreds of readers who have supported AlterNet this year.
Every reader contribution, whatever the amount, makes a tremendous difference. Help ensure AlterNet remains independent long into the future. Support progressive journalism with a one-time contribution to AlterNet, or click here to become a subscriber. Thank you. Click here to donate by check."
Mueller just dropped a hint that his team could be working on something big,Cody Fenwick,"Tue, 19 Mar 2019 00:00:00 GMT",N/A,"Special Counsel Robert Mueller included a mysterious note in a court filing Tuesday that suggests his team is busily working on a project that will soon be over.
The filing came in response to a request from the Washington Post to unseal the redacted records in Mueller’s case against Paul Manafort, who has been sentenced to around seven years in jail for crimes uncovered in the investigation. Mueller’s team was supposed to respond to this legal motion by Thursday, March 21.
But instead, Mueller requested in a new filing that the deadline be extended to April 1; he said that the Post’s attorneys had not objected to the adjustment. Judge Amy Berman Jackson granted the request.
Here’s what’s interesting: According to Mueller, the lawyers who would respond to the request “face the press of other work and require additional time to consult with the government.”
That means there’s some other, pressing matter that Mueller’s team thinks should be prioritized before it responds to the Post’s request by the initial deadline.
Vox reporter Andrew Prokop noted: “The lawyers referenced are Michael Dreeben and Adam Jed. But it’s unclear what they’re busy with at the moment. There are no imminent deadlines in Roger Stone’s case, or the two appeals from a Stone associate and a mystery company. There’s a March 25 deadline in the Russian troll farm case, but Dreeben and Jed don’t appear to be involved in that filing.”
So there’s a big open question left by the filing: What is keeping Mueller’s team so busy?
Two immediate possibilities come to mind. They could be working on more indictments, or they could be working on the much speculated about “Mueller report.” There has been extensive reporting for months now that some kind of report from the special counsel is imminently forthcoming, but no one knows exactly when; all previous predictions that were at all precise have proven false. Of course, it could be another matter entirely.
There’s a related possibility, though I should note it’s largely speculative. It’s possible that Mueller wants to put off responding to the Post’s request not only because the lawyers are busy, but also because the matter of the Manafort redactions could be resolved once the lawyers in question are finished. If the Mueller team is putting its final touches on its report, that may effectively close the investigations surrounding Manafort, and thus obviate the need to seal much of the information regarding his case in the court records."
‘This needs to be exposed’: Top Intel Democrat reveals how the Kremlin was ‘facilitating a cover up by’ Trump,Cody Fenwick,"Tue, 19 Mar 2019 00:00:00 GMT",N/A,"In a new, detailed examination of the counterintelligence aspect of Special Counsel Robert Mueller’s investigation, NBC News reported Tuesday that Rep. Adam Schiff (D-CA), the chair of the House Intelligence Committee, believes the possibility that Russia may have leverage over Trump may not be getting enough scrutiny.
And near the end of the article, Schiff makes an argument that I’ve previously referenced but is routinely ignored — even in the very NBC News report that quoted the committee chair.
In the last three paragraphs of the article, reporter Ken Dilanian writes:
Schiff said he is particularly concerned about the Trump Tower Moscow project, the real estate development Cohen was pitching to the Kremlin while Trump was running for president.
He noted that when it first emerged that Cohen had emailed Putin’s office seeking help, Putin’s spokesman, Dmitri Pescov, said he never answered the email. But it later emerged in court documents that an assistant to Pescov did respond, emailing Cohen and asking him to call, which he did.
“So here we had the Kremlin facilitating a cover up by the president of the United States,” Schiff said. “This needs to be exposed.”
Indeed, even as the Kremlin was lying about its ties to the Trump campaign, Cohen himself lied to Congress and Mueller about the extent of the Trump Tower Moscow deal in an attempt to downplay its significance. Cohen has since pleaded guilty to those criminal lies. And when he testified before the House Government Oversight Committee in February, Cohen said he told these lies in an effort to please the president and follow his lead. At one meeting to discuss the Russia investigation before he lied to Congress, Cohen said, he spoke with Trump and was told — falsely — there was no “collusion” and no “deal.”
So, in essence, Trump’s personal attorney committed a crime to further a cover-up that was done in concert with — either explicitly or implicitly — the Kremlin. And, from all appearances, it looks like Trump was directing this cover-up. There’s another word you might use for this behavior: collusion.
But bizarrely, despite having all this information, Dilanian writes: “some of the key figures seen as likely participants in any Russia conspiracy — Mike Flynn, Paul Manafort, Rick Gates, Michael Cohen — have been charged with other offenses in cases that made no allegation of any ‘collusion’ with Russia.”
There’s no reason to think Mueller should have to use the word “collusion” to describe this behavior — but it fits the commonsense definition, and it’s baffling that informed observers of the investigation can’t recognize it. It seems the word “collusion” has come to be redefined to mean, in this context, some extremely specific and overt type of behavior which may indeed never happened, but it’s unclear why we should accept these word games.
Enjoy this piece?
… then let us make a small request. AlterNet’s journalists work tirelessly to counter the traditional corporate media narrative. We’re here seven days a week, 365 days a year. And we’re proud to say that we’ve been bringing you the real, unfiltered news for 20 years—longer than any other progressive news site on the Internet.
It’s through the generosity of our supporters that we’re able to share with you all the underreported news you need to know. Independent journalism is increasingly imperiled; ads alone can’t pay our bills. AlterNet counts on readers like you to support our coverage. Did you enjoy content from David Cay Johnston, Common Dreams, Raw Story and Robert Reich? Opinion from Salon and Jim Hightower? Analysis by The Conversation? Then join the hundreds of readers who have supported AlterNet this year.
Every reader contribution, whatever the amount, makes a tremendous difference. Help ensure AlterNet remains independent long into the future. Support progressive journalism with a one-time contribution to AlterNet, or click here to become a subscriber. Thank you. Click here to donate by check."
Now Trump thinks even Fox News is biased against him,N/A,"Wed, 17 Apr 2019 01:19:22 GMT",N/A,
‘He is going to go bonkers’: Former prosecutor reveals how Trump could violate the law if he overreacts to the Mueller report,Cody Fenwick,"Wed, 17 Apr 2019 00:00:00 GMT",N/A,"Aides to President Donald Trump fear what he might do when and if Special Counsel Robert Mueller’s final report reveals what they told investigators, according to multiple outlets on Tuesday.
One Republican told CNN that the tensions are “very high” as the White House waits for the report.
“They cooperated and had to tell the truth,” the Republican said. “He is going to go bonkers.”
“They got asked questions and told the truth, and now they’re worried the wrath will follow,” a former White House official told NBC News.
Elie Honig, a former federal prosecutor and legal analyst for CNN, noted that these fears aren’t mere palace intrigue — they could presage crimes by the president.
“Trump needs to be careful here,” Honig tweeted. “It is a federal crime to retaliate against a witness who has provided information to law enforcement. (18 USC 1513 if you want to look it up).”
The relevant section of the statute reads as follows:
Whoever knowingly, with the intent to retaliate, takes any action harmful to any person, including interference with the lawful employment or livelihood of any person, for providing to a law enforcement officer any truthful information relating to the commission or possible commission of any Federal offense, shall be fined under this title or imprisoned not more than 10 years, or both.
So if, in a hypothetical scenario, the report reveals that a current employee of the Trump Organization or the White House told Mueller damaging or unflattering information about the president, and Trump fires them in retaliation, he could be committing a crime.
There are several potential saving graces for the president here. First, many of the people who are known to have testified in the investigation — Hope Hicks, John Kelly, Reince Priebus, Don McGahn — no longer work for him. It would thus be harder, and perhaps less tempting, for him to retaliate against them. Second, impulsive as he may be, Trump may be wary enough from the problems caused by firing former FBI Director James Comey that he would hesitate before lashing out in response to the Mueller report.
And even if Trump did commit the crime of retaliating against a witness, it’s not clear who would or could bring charges. He’s already committed so many outrageous and obstructive acts during the course of the investigation — acts the report itself will presumably detail — that Republicans in Congress have shown little interest in holding him accountable for. There’s little chance that one more crime would push them over the edge."
